"","country","species","area","year","production"
"51152","Korea, Dem. People's Rep","Japanese sea cucumber","Pacific, Northwest",2000,NA
"51153","Korea, Dem. People's Rep","Laver (Nori)","Pacific, Northwest",2000,NA
"51154","Korea, Dem. People's Rep","Marine fishes nei","Pacific, Northwest",2000,400
"51155","Korea, Dem. People's Rep","Marine molluscs nei","Pacific, Northwest",2000,NA
"51156","Korea, Dem. People's Rep","Wakame","Pacific, Northwest",2000,NA
"51157","Korea, Dem. People's Rep","Yesso scallop","Pacific, Northwest",2000,NA
"51158","Korea, Republic of","Abalones nei","Pacific, Northwest",2000,NA
"51159","Korea, Republic of","Aquatic invertebrates nei","Pacific, Northwest",2000,169
"51160","Korea, Republic of","Aquatic plants nei","Pacific, Northwest",2000,NA
"51161","Korea, Republic of","Bastard halibut","Pacific, Northwest",2000,NA
"51162","Korea, Republic of","Blackhead seabream","Pacific, Northwest",2000,NA
"51163","Korea, Republic of","Blood cockle","Pacific, Northwest",2000,NA
"51164","Korea, Republic of","Brown seaweeds","Pacific, Northwest",2000,NA
"51165","Korea, Republic of","Dotted gizzard shad","Pacific, Northwest",2000,NA
"51166","Korea, Republic of","Filefishes, leatherjackets nei","Pacific, Northwest",2000,NA
"51167","Korea, Republic of","Flathead grey mullet","Pacific, Northwest",2000,NA
"51168","Korea, Republic of","Fleshy prawn","Pacific, Northwest",2000,NA
"51169","Korea, Republic of","Fragile codium","Pacific, Northwest",2000,NA
"51170","Korea, Republic of","Globose clam","Pacific, Northwest",2000,6
"51171","Korea, Republic of","Green laver","Pacific, Northwest",2000,1
"51172","Korea, Republic of","Groupers nei","Pacific, Northwest",2000,9
"51173","Korea, Republic of","Horned turban","Pacific, Northwest",2000,4
"51174","Korea, Republic of","Inflated ark","Pacific, Northwest",2000,26829
"51175","Korea, Republic of","Japanese amberjack","Pacific, Northwest",2000,NA
"51176","Korea, Republic of","Japanese carpet shell","Pacific, Northwest",2000,5288
"51177","Korea, Republic of","Japanese hard clam","Pacific, Northwest",2000,82183
"51178","Korea, Republic of","Japanese jack mackerel","Pacific, Northwest",2000,NA
"51179","Korea, Republic of","Japanese kelp","Pacific, Northwest",2000,2336
"51180","Korea, Republic of","Japanese seabass","Pacific, Northwest",2000,359
"51181","Korea, Republic of","Korean mussel","Pacific, Northwest",2000,4
"51182","Korea, Republic of","Korean rockfish","Pacific, Northwest",2000,NA
"51183","Korea, Republic of","Kuruma prawn","Pacific, Northwest",2000,2948
"51184","Korea, Republic of","Laver (Nori)","Pacific, Northwest",2000,NA
"51185","Korea, Republic of","Mackerels nei","Pacific, Northwest",2000,7630
"51186","Korea, Republic of","Marine crustaceans nei","Pacific, Northwest",2000,NA
"51187","Korea, Republic of","Marine fishes nei","Pacific, Northwest",2000,161
"51188","Korea, Republic of","Marine molluscs nei","Pacific, Northwest",2000,NA
"51189","Korea, Republic of","Okhotsk atka mackerel","Pacific, Northwest",2000,42
"51190","Korea, Republic of","Oriental cyclina","Pacific, Northwest",2000,412
"51191","Korea, Republic of","Pacific cupped oyster","Pacific, Northwest",2000,66
"51192","Korea, Republic of","Porgies, seabreams nei","Pacific, Northwest",2000,380
"51193","Korea, Republic of","Scorpionfishes nei","Pacific, Northwest",2000,12
"51194","Korea, Republic of","Sea squirts nei","Pacific, Northwest",2000,NA
"51195","Korea, Republic of","Silver seabream","Pacific, Northwest",2000,NA
"51196","Korea, Republic of","Wakame","Pacific, Northwest",2000,216
"51197","Korea, Republic of","Whiteleg shrimp","Pacific, Northwest",2000,NA
"51198","Korea, Republic of","Yesso scallop","Pacific, Northwest",2000,NA
"51199","Kuwait","European seabass","Atlantic, Northeast",2000,NA
"51200","Kuwait","Gilthead seabream","Indian Ocean, Western",2000,1141
"51201","Kuwait","Goldsilk seabream","Indian Ocean, Western",2000,NA
"51202","Kuwait","Marine fishes nei","Indian Ocean, Western",2000,NA
"51203","Kuwait","Orange-spotted grouper","Indian Ocean, Western",2000,NA
"51204","Kuwait","Sobaity seabream","Indian Ocean, Western",2000,NA
"51205","Libya","European seabass","Mediterranean and Black Sea",2000,NA
"51206","Libya","Gilthead seabream","Mediterranean and Black Sea",2000,NA
"51207","Madagascar","Brine shrimp","Indian Ocean, Western",2000,1
"51208","Madagascar","Eucheuma seaweeds nei","Indian Ocean, Western",2000,NA
"51209","Madagascar","Giant tiger prawn","Indian Ocean, Western",2000,NA
"51210","Madagascar","Sea cucumbers nei","Indian Ocean, Western",2000,NA
"51211","Malaysia","Blood cockle","Indian Ocean, Eastern",2000,NA
"51212","Malaysia","Blood cockle","Pacific, Western Central",2000,NA
"51213","Malaysia","Cupped oysters nei","Indian Ocean, Eastern",2000,8
"51214","Malaysia","Cupped oysters nei","Pacific, Western Central",2000,NA
"51215","Malaysia","Elkhorn sea moss","Pacific, Western Central",2000,NA
"51216","Malaysia","Green mussel","Indian Ocean, Eastern",2000,NA
"51217","Malaysia","Green mussel","Pacific, Western Central",2000,NA
"51218","Malaysia","Sandfish","Pacific, Western Central",2000,1894
"51219","Malaysia","Seaweeds nei","Pacific, Western Central",2000,8631
"51220","Malaysia","Spiny eucheuma","Pacific, Western Central",2000,27
"51221","Malta","Atlantic bluefin tuna","Mediterranean and Black Sea",2000,11
"51222","Malta","European eel","Mediterranean and Black Sea",2000,NA
"51223","Malta","European seabass","Mediterranean and Black Sea",2000,NA
"51224","Malta","Gilthead seabream","Mediterranean and Black Sea",2000,NA
"51225","Malta","Marine fishes nei","Mediterranean and Black Sea",2000,NA
"51226","Malta","Turbot","Mediterranean and Black Sea",2000,NA
"51227","Marshall Islands","Sixfinger threadfin","Pacific, Western Central",2000,16
"51228","Martinique","Cobia","Atlantic, Western Central",2000,NA
"51229","Martinique","Marine fishes nei","Atlantic, Western Central",2000,305
"51230","Martinique","Red drum","Atlantic, Western Central",2000,NA
"51231","Mauritius","European seabass","Indian Ocean, Western",2000,NA
"51232","Mauritius","Giant tiger prawn","Indian Ocean, Western",2000,11
"51233","Mauritius","Goldlined seabream","Indian Ocean, Western",2000,15
"51234","Mauritius","Hooded oyster","Indian Ocean, Western",2000,NA
"51235","Mauritius","Indo-Pacific swamp crab","Indian Ocean, Western",2000,3
"51236","Mauritius","Marine fishes nei","Indian Ocean, Western",2000,NA
"51237","Mauritius","Red drum","Indian Ocean, Western",2000,NA
"51238","Mauritius","Spinefeet(=Rabbitfishes) nei","Indian Ocean, Western",2000,1512
"51239","Mauritius","Tilapias nei","Indian Ocean, Western",2000,NA
"51240","Mayotte","Cobia","Indian Ocean, Western",2000,NA
"51241","Mayotte","Goldlined seabream","Indian Ocean, Western",2000,NA
"51242","Mayotte","Mangrove red snapper","Indian Ocean, Western",2000,NA
"51243","Mayotte","Marine fishes nei","Indian Ocean, Western",2000,NA
"51244","Mayotte","Red drum","Indian Ocean, Western",2000,NA
"51245","Mexico","Abalones nei","Pacific, Eastern Central",2000,35
"51246","Mexico","Bastard halibuts nei","Pacific, Eastern Central",2000,24
"51247","Mexico","Clams, etc. nei","Atlantic, Western Central",2000,NA
"51248","Mexico","Clams, etc. nei","Pacific, Eastern Central",2000,NA
"51249","Mexico","Common snook","Atlantic, Western Central",2000,NA
"51250","Mexico","Crevalle jack","Atlantic, Western Central",2000,NA
"51251","Mexico","Flathead grey mullet","Pacific, Eastern Central",2000,NA
"51252","Mexico","Gastropods nei","Atlantic, Western Central",2000,1842
"51253","Mexico","Jacks, crevalles nei","Pacific, Eastern Central",2000,2051
"51254","Mexico","Marine fishes nei","Atlantic, Western Central",2000,669
"51255","Mexico","Marine fishes nei","Pacific, Eastern Central",2000,792
"51256","Mexico","Mojarras(=Silver-biddies) nei","Atlantic, Western Central",2000,NA
"51257","Mexico","Pacific bluefin tuna","Pacific, Eastern Central",2000,NA
"51258","Mexico","Pacific calico scallop","Pacific, Eastern Central",2000,NA
"51259","Mexico","Pacific cupped oyster","Atlantic, Western Central",2000,197
"51260","Mexico","Pacific cupped oyster","Pacific, Eastern Central",2000,NA
"51261","Mexico","Red abalone","Pacific, Eastern Central",2000,NA
"51262","Mexico","Red drum","Atlantic, Western Central",2000,NA
"51263","Mexico","Sea mussels nei","Pacific, Eastern Central",2000,NA
"51264","Mexico","Snappers nei","Pacific, Eastern Central",2000,NA
"51265","Mexico","Whiteleg shrimp","Atlantic, Western Central",2000,NA
"51266","Mexico","Whiteleg shrimp","Pacific, Eastern Central",2000,NA
"51267","Mexico","Yellowfin tuna","Pacific, Eastern Central",2000,8698
"51268","Micronesia, Fed.States of","Clams, etc. nei","Pacific, Western Central",2000,1
"51269","Micronesia, Fed.States of","Eucheuma seaweeds nei","Pacific, Western Central",2000,NA
"51270","Montenegro","European flat oyster","Mediterranean and Black Sea",2000,5
"51271","Montenegro","European seabass","Mediterranean and Black Sea",2000,108
"51272","Montenegro","Gilthead seabream","Mediterranean and Black Sea",2000,9
"51273","Montenegro","Mediterranean mussel","Mediterranean and Black Sea",2000,NA
"51274","Morocco","Atlantic bluefin tuna","Atlantic, Eastern Central",2000,NA
"51275","Morocco","European flat oyster","Mediterranean and Black Sea",2000,20
"51276","Morocco","European seabass","Mediterranean and Black Sea",2000,NA
"51277","Morocco","Gilthead seabream","Mediterranean and Black Sea",2000,NA
"51278","Morocco","Marine fishes nei","Mediterranean and Black Sea",2000,NA
"51279","Morocco","Mediterranean mussel","Mediterranean and Black Sea",2000,NA
"51280","Morocco","Penaeus shrimps nei","Mediterranean and Black Sea",2000,13
"51281","Morocco","Yesso scallop","Atlantic, Eastern Central",2000,NA
"51282","Mozambique","Elkhorn sea moss","Indian Ocean, Western",2000,NA
"51283","Mozambique","Giant tiger prawn","Indian Ocean, Western",2000,NA
"51284","Mozambique","Indian white prawn","Indian Ocean, Western",2000,49910
"51285","Mozambique","Japanese meagre","Indian Ocean, Western",2000,NA
"51286","Mozambique","Spiny eucheuma","Indian Ocean, Western",2000,NA
"51287","Myanmar","Aquatic invertebrates nei","Indian Ocean, Eastern",2000,NA
"51288","Myanmar","Barramundi(=Giant seaperch)","Indian Ocean, Eastern",2000,NA
"51289","Myanmar","Elkhorn sea moss","Indian Ocean, Eastern",2000,2
"51290","Myanmar","Giant tiger prawn","Indian Ocean, Eastern",2000,82
"51291","Myanmar","Groupers nei","Indian Ocean, Eastern",2000,NA
"51292","Myanmar","Indo-Pacific swamp crab","Indian Ocean, Eastern",2000,NA
"51293","Myanmar","Orange mud crab","Indian Ocean, Eastern",2000,NA
"51294","Namibia","Blue mussel","Atlantic, Southeast",2000,759
"51295","Namibia","European flat oyster","Atlantic, Southeast",2000,NA
"51296","Namibia","Gracilaria seaweeds","Atlantic, Southeast",2000,2
"51297","Namibia","Mediterranean mussel","Atlantic, Southeast",2000,NA
"51298","Namibia","Pacific cupped oyster","Atlantic, Southeast",2000,NA
"51299","Namibia","Perlemoen abalone","Atlantic, Southeast",2000,NA
"51300","Netherlands","Aquatic invertebrates nei","Atlantic, Northeast",2000,NA
"51301","Netherlands","Blue mussel","Atlantic, Northeast",2000,NA
"51302","Netherlands","Cupped oysters nei","Atlantic, Northeast",2000,NA
"51303","Netherlands","European flat oyster","Atlantic, Northeast",2000,2
"51304","Netherlands","Rainbow trout","Atlantic, Northeast",2000,NA
"51305","Netherlands","Soles nei","Atlantic, Northeast",2000,33471
"51306","Netherlands Antilles","Stromboid conchs nei","Atlantic, Western Central",2000,NA
"51307","New Caledonia","Blue shrimp","Pacific, Western Central",2000,NA
"51308","New Caledonia","Pacific cupped oyster","Pacific, Western Central",2000,494
"51309","New Zealand","Abalones nei","Pacific, Southwest",2000,NA
"51310","New Zealand","Chinook(=Spring=King) salmon","Pacific, Southwest",2000,NA
"51311","New Zealand","New Zealand mussel","Pacific, Southwest",2000,20
"51312","New Zealand","Pacific cupped oyster","Pacific, Southwest",2000,NA
"51313","Nicaragua","Blue shrimp","Pacific, Eastern Central",2000,NA
"51314","Nigeria","Snappers nei","Atlantic, Eastern Central",2000,50
"51315","Norway","Arctic char","Atlantic, Northeast",2000,93419
"51316","Norway","Atlantic cod","Atlantic, Northeast",2000,1300
"51317","Norway","Atlantic halibut","Atlantic, Northeast",2000,NA
"51318","Norway","Atlantic salmon","Atlantic, Northeast",2000,NA
"51319","Norway","Blue mussel","Atlantic, Northeast",2000,136834
"51320","Norway","Chars nei","Atlantic, Northeast",2000,2
"51321","Norway","European flat oyster","Atlantic, Northeast",2000,1
"51322","Norway","Finfishes nei","Atlantic, Northeast",2000,26519
"51323","Norway","Great Atlantic scallop","Atlantic, Northeast",2000,4124
"51324","Norway","Marine crustaceans nei","Atlantic, Northeast",2000,4961
"51325","Norway","Marine molluscs nei","Atlantic, Northeast",2000,6
"51326","Norway","Pacific cupped oyster","Atlantic, Northeast",2000,NA
"51327","Norway","Rainbow trout","Atlantic, Northeast",2000,NA
"51328","Norway","Scallops nei","Atlantic, Northeast",2000,19
"51329","Oman","European seabass","Indian Ocean, Western",2000,116
"51330","Oman","Gilthead seabream","Indian Ocean, Western",2000,22395
"51331","Oman","Porgies, seabreams nei","Indian Ocean, Western",2000,NA
"51332","Oman","Yellowfin seabream","Indian Ocean, Western",2000,NA
"51333","Oman","Yellowfin tuna","Indian Ocean, Western",2000,NA
"51334","Pakistan","Penaeus shrimps nei","Indian Ocean, Western",2000,3020
"51335","Palau","Bear paw clam","Pacific, Western Central",2000,NA
"51336","Palau","Crocus giant clam","Pacific, Western Central",2000,2
"51337","Palau","Elongate giant clam","Pacific, Western Central",2000,NA
"51338","Palau","Fluted giant clam","Pacific, Western Central",2000,38418
"51339","Palau","Giant clam","Pacific, Western Central",2000,152
"51340","Palau","Milkfish","Pacific, Western Central",2000,299
"51341","Palau","Smooth giant clam","Pacific, Western Central",2000,299
"51342","Panama","Cobia","Atlantic, Western Central",2000,NA
"51343","Papua New Guinea","Elkhorn sea moss","Pacific, Western Central",2000,NA
"51344","Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central",2000,NA
"51345","Peru","[Chondracanthus chamissoi]","Pacific, Southeast",2000,150
"51346","Peru","Brine shrimp","Pacific, Southeast",2000,NA
"51347","Peru","False abalone","Pacific, Southeast",2000,NA
"51348","Peru","Flatfishes nei","Pacific, Southeast",2000,NA
"51349","Peru","Giant kelps nei","Pacific, Southeast",2000,NA
"51350","Peru","Gracilaria seaweeds","Pacific, Southeast",2000,NA
"51351","Peru","Marine fishes nei","Pacific, Southeast",2000,NA
"51352","Peru","Pacific cupped oyster","Pacific, Southeast",2000,297
"51353","Peru","Peruvian calico scallop","Pacific, Southeast",2000,400
"51354","Peru","Whiteleg shrimp","Pacific, Southeast",2000,111
"51355","Philippines","Banana prawn","Pacific, Western Central",2000,740.69
"51356","Philippines","Caulerpa seaweeds","Pacific, Western Central",2000,NA
"51357","Philippines","Elkhorn sea moss","Pacific, Western Central",2000,NA
"51358","Philippines","Flathead lobster","Pacific, Western Central",2000,NA
"51359","Philippines","Giant tiger prawn","Pacific, Western Central",2000,NA
"51360","Philippines","Gracilaria seaweeds","Pacific, Western Central",2000,NA
"51361","Philippines","Green mussel","Pacific, Western Central",2000,NA
"51362","Philippines","Groupers, seabasses nei","Pacific, Western Central",2000,2100
"51363","Philippines","Indo-Pacific swamp crab","Pacific, Western Central",2000,NA
"51364","Philippines","Jacks, crevalles nei","Pacific, Western Central",2000,97
"51365","Philippines","Marine fishes nei","Pacific, Western Central",2000,NA
"51366","Philippines","Milkfish","Pacific, Western Central",2000,NA
"51367","Philippines","Penaeus shrimps nei","Pacific, Western Central",2000,4
"51368","Philippines","Slipper cupped oyster","Pacific, Western Central",2000,17877
"51369","Philippines","Snappers nei","Pacific, Western Central",2000,2
"51370","Philippines","Snubnose pompano","Pacific, Western Central",2000,NA
"51371","Philippines","Spinefeet(=Rabbitfishes) nei","Pacific, Western Central",2000,NA
"51372","Philippines","Spiny eucheuma","Pacific, Western Central",2000,NA
"51373","Philippines","Tilapias nei","Pacific, Western Central",2000,NA
"51374","Philippines","Tropical spiny lobsters nei","Pacific, Western Central",2000,1837
"51375","Portugal","[Solea spp]","Atlantic, Northeast",2000,NA
"51376","Portugal","Atlantic bluefin tuna","Atlantic, Northeast",2000,NA
"51377","Portugal","Atlantic ditch shrimp","Atlantic, Northeast",2000,14
