"","country","species","area","year","value","value.kg","relative.value"
"23060","Solomon Islands","Giant tiger prawn","Pacific, Western Central",2006,NA,NA,NA
"23061","South Africa","Carpet shells nei","Atlantic, Southeast",2006,0,NA,0
"23062","South Africa","European flat oyster","Atlantic, Southeast",2006,14213.46,NA,0.200376266056333
"23063","South Africa","Giant tiger prawn","Atlantic, Southeast",2006,188.35,0.00665571221597936,0.0026552908096769
"23064","South Africa","Gracilaria seaweeds","Atlantic, Southeast",2006,67.2,NA,0.000947361520628022
"23065","South Africa","Indian white prawn","Atlantic, Southeast",2006,NA,NA,NA
"23066","South Africa","Kuruma prawn","Atlantic, Southeast",2006,1109,NA,0.0156342846186976
"23067","South Africa","Marine fishes nei","Atlantic, Southeast",2006,5177.97,4.6690441839495,0.072997165669141
"23068","South Africa","Mediterranean mussel","Atlantic, Southeast",2006,538.39,1.11237603305785,0.00759002930194822
"23069","South Africa","Mullets nei","Atlantic, Southeast",2006,2662.2,64.9317073170732,0.0375307416698797
"23070","South Africa","Pacific cupped oyster","Atlantic, Southeast",2006,129.11,0.0872954699121028,0.00182014651678994
"23071","South Africa","Perlemoen abalone","Atlantic, Southeast",2006,14173.82,2834.764,0.199817435540296
"23072","South Africa","Red bait","Atlantic, Southeast",2006,30.72,0.00145420118343195,0.000433079552287096
"23073","South Africa","Sea mussels nei","Atlantic, Southeast",2006,0,0,0
"23074","South Africa","Seaweeds nei","Atlantic, Southeast",2006,32393.63,NA,0.45667378832532
"23075","South Africa","Smooth mactra","Atlantic, Southeast",2006,NA,NA,NA
"23076","South Africa","Turbot","Atlantic, Southeast",2006,250,NA,0.00352441041900306
"23077","Spain","Aquatic invertebrates nei","Atlantic, Northeast",2006,65943.98,NA,0.0152438898870882
"23078","Spain","Atlantic bluefin tuna","Mediterranean and Black Sea",2006,18186,1.6275281904421,0.00420395283218552
"23079","Spain","Atlantic ditch shrimp","Mediterranean and Black Sea",2006,850.99,0.303925,0.000196718454891761
"23080","Spain","Atlantic salmon","Atlantic, Northeast",2006,NA,NA,NA
"23081","Spain","Banded carpet shell","Atlantic, Northeast",2006,58944.48,NA,0.0136258558032389
"23082","Spain","Big-scale sand smelt","Atlantic, Northeast",2006,2262.43,0.0404836718260714,0.00052299290696808
"23083","Spain","Blackspot(=red) seabream","Atlantic, Northeast",2006,NA,NA,NA
"23084","Spain","Caramote prawn","Atlantic, Northeast",2006,4103.46,NA,0.00094857320404487
"23085","Spain","Common cuttlefish","Atlantic, Northeast",2006,311827.9,95.4185740514076,0.072083458889226
"23086","Spain","Common dentex","Mediterranean and Black Sea",2006,18313.2,0.0879672594172407,0.00423335692325855
"23087","Spain","Common edible cockle","Atlantic, Northeast",2006,349.81,0.0537260021502073,8.08635620931936e-05
"23088","Spain","Common edible cockle","Mediterranean and Black Sea",2006,NA,NA,NA
"23089","Spain","Common sole","Atlantic, Northeast",2006,14.7,NA,3.39811429853333e-06
"23090","Spain","Common sole","Mediterranean and Black Sea",2006,6.91,0.493571428571429,1.59734488454866e-06
"23091","Spain","Cupped oysters nei","Atlantic, Northeast",2006,161.24,31.0076923076923,3.72729217343888e-05
"23092","Spain","Donax clams","Atlantic, Northeast",2006,273.13,3.59381578947368,6.31378883237013e-05
"23093","Spain","European eel","Atlantic, Northeast",2006,61681.91,1186.19057692308,0.0142586517232548
"23094","Spain","European flat oyster","Atlantic, Northeast",2006,0,0,0
"23095","Spain","European flat oyster","Mediterranean and Black Sea",2006,NA,NA,NA
"23096","Spain","European seabass","Atlantic, Eastern Central",2006,NA,NA,NA
"23097","Spain","European seabass","Atlantic, Northeast",2006,0,NA,0
"23098","Spain","European seabass","Mediterranean and Black Sea",2006,0,NA,0
"23099","Spain","Flathead grey mullet","Mediterranean and Black Sea",2006,NA,NA,NA
"23100","Spain","Gastropods nei","Mediterranean and Black Sea",2006,12.5,NA,2.88955297494331e-06
"23101","Spain","Gilthead seabream","Atlantic, Eastern Central",2006,137724.36,NA,0.0318369467328131
"23102","Spain","Gilthead seabream","Atlantic, Northeast",2006,246424.8,0.869849203659776,0.0569646011151848
"23103","Spain","Gilthead seabream","Mediterranean and Black Sea",2006,NA,NA,NA
"23104","Spain","Great Atlantic scallop","Atlantic, Northeast",2006,2431278.8,NA,0.562024711156528
"23105","Spain","Greater amberjack","Mediterranean and Black Sea",2006,340.12,0.000539969010363747,7.86235806270175e-05
"23106","Spain","Green crab","Mediterranean and Black Sea",2006,121.82,0.375987654320988,2.81604274726075e-05
"23107","Spain","Grooved carpet shell","Atlantic, Northeast",2006,0,0,0
"23108","Spain","Grooved carpet shell","Mediterranean and Black Sea",2006,92349.02,NA,0.0213477908379279
"23109","Spain","Groundfishes nei","Atlantic, Northeast",2006,32.23,0.00261246656399449,7.45042339059383e-06
"23110","Spain","Japanese carpet shell","Atlantic, Northeast",2006,163.74,2.5584375,3.78508323293774e-05
"23111","Spain","Japanese carpet shell","Mediterranean and Black Sea",2006,6668.26,40.9095705521472,0.00154146324165564
"23112","Spain","Kuruma prawn","Atlantic, Northeast",2006,0,0,0
"23113","Spain","Kuruma prawn","Mediterranean and Black Sea",2006,NA,NA,NA
"23114","Spain","Mackerels nei","Atlantic, Northeast",2006,482.44,NA,0.000111522874978532
"23115","Spain","Marine fishes nei","Atlantic, Northeast",2006,0,0,0
"23116","Spain","Marine molluscs nei","Atlantic, Northeast",2006,93431.13,NA,0.0215979359715052
"23117","Spain","Marine molluscs nei","Mediterranean and Black Sea",2006,NA,NA,NA
"23118","Spain","Meagre","Atlantic, Northeast",2006,981.6,NA,0.000226910816016348
"23119","Spain","Meagre","Mediterranean and Black Sea",2006,NA,NA,NA
"23120","Spain","Mullets nei","Atlantic, Northeast",2006,2660,NA,0.000614896873067937
"23121","Spain","Octopuses nei","Atlantic, Eastern Central",2006,0,0,0
"23122","Spain","Octopuses nei","Atlantic, Northeast",2006,NA,NA,NA
"23123","Spain","Pacific cupped oyster","Atlantic, Northeast",2006,687,NA,0.000158809831502884
"23124","Spain","Pacific cupped oyster","Mediterranean and Black Sea",2006,0,0,0
"23125","Spain","Palaemonid shrimps nei","Atlantic, Northeast",2006,4631.3,NA,0.0010705909354284
"23126","Spain","Palinurid spiny lobsters nei","Atlantic, Northeast",2006,193.48,0.0106841901816776,4.47256567673625e-05
"23127","Spain","Pollack","Atlantic, Northeast",2006,0,0,0
"23128","Spain","Pullet carpet shell","Atlantic, Northeast",2006,1058.4,NA,0.0002446642294944
"23129","Spain","Queen scallop","Atlantic, Northeast",2006,NA,NA,NA
"23130","Spain","Rainbow trout","Atlantic, Northeast",2006,0,NA,0
"23131","Spain","Rainbow trout","Mediterranean and Black Sea",2006,0,NA,0
"23132","Spain","Sea belt","Atlantic, Northeast",2006,0,NA,0
"23133","Spain","Sea mussels nei","Atlantic, Northeast",2006,252,NA,5.82533879748571e-05
"23134","Spain","Sea mussels nei","Mediterranean and Black Sea",2006,21.08,0.100380952380952,4.8729421369444e-06
"23135","Spain","Seabasses nei","Mediterranean and Black Sea",2006,6200.08,1033.34666666667,0.00143323676871092
"23136","Spain","Seaweeds nei","Atlantic, Northeast",2006,715.5,0.476047904191617,0.000165398012285755
"23137","Spain","Senegalese sole","Atlantic, Eastern Central",2006,NA,NA,NA
"23138","Spain","Senegalese sole","Atlantic, Northeast",2006,2425.65,NA,0.000560723533893699
"23139","Spain","Senegalese sole","Mediterranean and Black Sea",2006,0,0,0
"23140","Spain","Solen razor clams nei","Atlantic, Northeast",2006,330,2.2,7.62841985385034e-05
"23141","Spain","Soles nei","Mediterranean and Black Sea",2006,752120.7,NA,0.173863408496116
"23142","Spain","Spinous spider crab","Atlantic, Northeast",2006,NA,NA,NA
"23143","Spain","Spotted seabass","Atlantic, Northeast",2006,1702.5,NA,0.000393557115187279
"23144","Spain","Striped bass, hybrid","Mediterranean and Black Sea",2006,NA,NA,NA
"23145","Spain","Striped venus","Atlantic, Northeast",2006,NA,NA,NA
"23146","Spain","Turbot","Atlantic, Northeast",2006,NA,NA,NA
"23147","Spain","Turbot","Mediterranean and Black Sea",2006,NA,NA,NA
"23148","Spain","Variegated scallop","Atlantic, Northeast",2006,0,NA,0
"23149","Spain","Variegated scallop","Mediterranean and Black Sea",2006,NA,NA,NA
"23150","Spain","Wakame","Atlantic, Northeast",2006,NA,NA,NA
"23151","Spain","Warty venus","Mediterranean and Black Sea",2006,NA,NA,NA
"23152","Spain","White seabream","Atlantic, Northeast",2006,NA,NA,NA
"23153","St. Pierre and Miquelon","Scallops nei","Atlantic, Northwest",2006,8799.74,NA,0.0471775997997895
"23154","St. Pierre and Miquelon","Sea mussels nei","Atlantic, Northwest",2006,177723.95,75.9179624092268,0.952822400200211
"23155","Sweden","Atlantic salmon","Atlantic, Northeast",2006,0,0,NA
"23156","Sweden","Blue mussel","Atlantic, Northeast",2006,NA,NA,NA
"23157","Sweden","European flat oyster","Atlantic, Northeast",2006,0,NA,NA
"23158","Sweden","Rainbow trout","Atlantic, Northeast",2006,NA,NA,NA
"23159","Taiwan Province of China","Abalones nei","Pacific, Northwest",2006,5666.51,NA,0.00662213794630504
"23160","Taiwan Province of China","Amberjacks nei","Pacific, Northwest",2006,NA,NA,NA
"23161","Taiwan Province of China","Barramundi(=Giant seaperch)","Pacific, Northwest",2006,659865.06,NA,0.771147929372198
"23162","Taiwan Province of China","Blackhead seabream","Pacific, Northwest",2006,471.54,0.00357300356891182,0.000551062810654297
"23163","Taiwan Province of China","Blood cockle","Pacific, Northwest",2006,0,0,0
"23164","Taiwan Province of China","Clams, etc. nei","Pacific, Northwest",2006,NA,NA,NA
"23165","Taiwan Province of China","Cobia","Pacific, Northwest",2006,861.52,NA,0.00100681094421447
"23166","Taiwan Province of China","Croakers, drums nei","Pacific, Northwest",2006,19801.39,222.487528089888,0.0231407932057978
"23167","Taiwan Province of China","Daggertooth pike conger","Pacific, Northwest",2006,0,0,0
"23168","Taiwan Province of China","Diphos sanguin","Pacific, Northwest",2006,0,NA,0
"23169","Taiwan Province of China","Flathead grey mullet","Pacific, Northwest",2006,10143.38,NA,0.011854009187629
"23170","Taiwan Province of China","Greater amberjack","Pacific, Northwest",2006,45692,2.54821259271652,0.0533977222386566
"23171","Taiwan Province of China","Groupers nei","Pacific, Northwest",2006,NA,NA,NA
"23172","Taiwan Province of China","Japanese carpet shell","Pacific, Northwest",2006,NA,NA,NA
"23173","Taiwan Province of China","Japanese hard clam","Pacific, Northwest",2006,0,NA,0
"23174","Taiwan Province of China","Japanese seabream","Pacific, Northwest",2006,0,NA,0
"23175","Taiwan Province of China","Japanese spiny lobster","Pacific, Northwest",2006,NA,NA,NA
"23176","Taiwan Province of China","Kuruma prawn","Pacific, Northwest",2006,0,NA,0
"23177","Taiwan Province of China","Laver (Nori)","Pacific, Northwest",2006,NA,NA,NA
"23178","Taiwan Province of China","Malabar trevally","Pacific, Northwest",2006,NA,NA,NA
"23179","Taiwan Province of China","Marine crabs nei","Pacific, Northwest",2006,NA,NA,NA
"23180","Taiwan Province of China","Marine fishes nei","Pacific, Northwest",2006,57.3,NA,6.69633521026662e-05
"23181","Taiwan Province of China","Marine molluscs nei","Pacific, Northwest",2006,NA,NA,NA
"23182","Taiwan Province of China","Mi-iuy (brown) croaker","Pacific, Northwest",2006,32323.2,NA,0.0377743424552339
"23183","Taiwan Province of China","Milkfish","Pacific, Northwest",2006,10,0.00281531531531532,1.16864488835369e-05
"23184","Taiwan Province of China","Pacific cupped oyster","Pacific, Northwest",2006,NA,NA,NA
"23185","Taiwan Province of China","Porgies, seabreams nei","Pacific, Northwest",2006,78638.41,NA,0.0919003758747614
"23186","Taiwan Province of China","Silver seabream","Pacific, Northwest",2006,2048.42,0.468638755433539,0.00239387556220146
"23187","Taiwan Province of China","Snappers, jobfishes nei","Pacific, Northwest",2006,113.2,0.826277372262774,0.000132290601361637
"23188","Taiwan Province of China","Trumpet emperor","Pacific, Northwest",2006,NA,NA,NA
"23189","Taiwan Province of China","Warty gracilaria","Pacific, Northwest",2006,NA,NA,NA
"23190","Taiwan Province of China","Yellowback seabream","Pacific, Northwest",2006,NA,NA,NA
"23191","Tanzania, United Rep. of","Eucheuma seaweeds nei","Indian Ocean, Western",2006,NA,NA,NA
"23192","Thailand","Blood cockle","Indian Ocean, Eastern",2006,NA,NA,NA
"23193","Thailand","Blood cockle","Pacific, Western Central",2006,0,NA,0
"23194","Thailand","Cupped oysters nei","Indian Ocean, Eastern",2006,4356.82,NA,0.323937734766044
"23195","Thailand","Cupped oysters nei","Pacific, Western Central",2006,5942.74,10.9442725598527,0.441853859903224
"23196","Thailand","Green mussel","Indian Ocean, Eastern",2006,NA,NA,NA
"23197","Thailand","Green mussel","Pacific, Western Central",2006,0,NA,0
"23198","Thailand","Horse mussels nei","Pacific, Western Central",2006,3150,NA,0.234208405330732
"23199","Timor-Leste","Eucheuma seaweeds nei","Indian Ocean, Eastern",2006,39.73,0.189190476190476,1
"23200","Tonga","Bear paw clam","Pacific, Eastern Central",2006,155.48,38.87,0.965474416294088
"23201","Tonga","Elongate giant clam","Pacific, Eastern Central",2006,0,0,0
"23202","Tonga","Fluted giant clam","Pacific, Eastern Central",2006,5.56,NA,0.0345255837059116
"23203","Tonga","Giant clam","Pacific, Eastern Central",2006,NA,NA,NA
"23204","Tonga","Smooth giant clam","Pacific, Eastern Central",2006,0,NA,0
"23205","Tunisia","Atlantic bluefin tuna","Mediterranean and Black Sea",2006,1851,NA,0.0231875822792754
"23206","Tunisia","Carpet shells nei","Mediterranean and Black Sea",2006,0,0,0
"23207","Tunisia","Common cuttlefish","Mediterranean and Black Sea",2006,26800,NA,0.335725124302854
"23208","Tunisia","Common sole","Mediterranean and Black Sea",2006,NA,NA,NA
"23209","Tunisia","Groupers nei","Mediterranean and Black Sea",2006,25899.95,4.58325075207928,0.324450146760735
"23210","Tunisia","Marine crustaceans nei","Mediterranean and Black Sea",2006,NA,NA,NA
"23211","Tunisia","Marine fishes nei","Mediterranean and Black Sea",2006,22299.47,NA,0.279346729016334
"23212","Tunisia","Octopuses nei","Mediterranean and Black Sea",2006,NA,NA,NA
"23213","Tunisia","Sargo breams nei","Mediterranean and Black Sea",2006,2976.79,14.1751904761905,0.0372904176408019
"23214","Turkey","Atlantic bluefin tuna","Mediterranean and Black Sea",2006,NA,NA,NA
"23215","Turkey","Atlantic salmon","Mediterranean and Black Sea",2006,1315,5,0.00511118458951805
"23216","Turkey","Common dentex","Mediterranean and Black Sea",2006,0,NA,0
"23217","Turkey","Common two-banded seabream","Mediterranean and Black Sea",2006,485,5,0.0018851137079211
"23218","Turkey","European seabass","Mediterranean and Black Sea",2006,0,NA,0
"23219","Turkey","Frogs","Mediterranean and Black Sea",2006,224,7,0.000870650454792427
"23220","Turkey","Gilthead seabream","Mediterranean and Black Sea",2006,129.73,14.4144444444444,0.000504238765625989
"23221","Turkey","Marine fishes nei","Mediterranean and Black Sea",2006,106.38,4.4325,0.000413481229378654
"23222","Turkey","Meagre","Mediterranean and Black Sea",2006,NA,NA,NA
"23223","Turkey","Mediterranean mussel","Mediterranean and Black Sea",2006,180,3.6,0.000699629829743915
"23224","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2006,298.46,2.35007874015748,0.00116006399436316
"23225","Turkey","Pink dentex","Mediterranean and Black Sea",2006,94.17,6.278,0.000366023005927691
"23226","Turkey","Porgies, seabreams nei","Mediterranean and Black Sea",2006,11104.69,9.37104641350211,0.043162068744772
"23227","Turkey","Rainbow trout","Mediterranean and Black Sea",2006,48122.94,13.3267626696206,0.187045801772092
"23228","Turkey","Red porgy","Mediterranean and Black Sea",2006,NA,NA,NA
"23229","Turkey","Sciaenas nei","Mediterranean and Black Sea",2006,165377.02,4.68357462475219,0.642792757478644
"23230","Turkey","Sharpsnout seabream","Mediterranean and Black Sea",2006,29184.1,2.03700006979828,0.113433705079052
"23231","Turkey","Shi drum","Mediterranean and Black Sea",2006,0,NA,0
"23232","Turkey","Trouts nei","Mediterranean and Black Sea",2006,657.42,2.37335740072202,0.00255528134816802
"23233","Turks and Caicos Is.","Marine crabs nei","Atlantic, Western Central",2006,1735.06,7.08187755102041,1
"23234","Turks and Caicos Is.","Queen conch","Atlantic, Western Central",2006,0,NA,0
"23235","Tuvalu","Milkfish","Pacific, Western Central",2006,0,NA,NA
"23236","Ukraine","Flatfishes nei","Mediterranean and Black Sea",2006,NA,NA,NA
"23237","Ukraine","Mediterranean mussel","Mediterranean and Black Sea",2006,0,NA,0
"23238","Ukraine","Mullets nei","Mediterranean and Black Sea",2006,5437.35,0.45,1
"23239","Un. Sov. Soc. Rep.","Brown seaweeds","Pacific, Northwest",2006,NA,NA,NA
"23240","Un. Sov. Soc. Rep.","Chum(=Keta=Dog) salmon","Pacific, Northwest",2006,NA,NA,NA
"23241","Un. Sov. Soc. Rep.","Common carp","Mediterranean and Black Sea",2006,2.44,NA,6.70545755541552e-05
"23242","Un. Sov. Soc. Rep.","Flatfishes nei","Pacific, Northwest",2006,2097,9,0.0576284610397801
"23243","Un. Sov. Soc. Rep.","Mediterranean mussel","Mediterranean and Black Sea",2006,26085.73,11.2003993130099,0.716871948020612
"23244","Un. Sov. Soc. Rep.","Mullets nei","Mediterranean and Black Sea",2006,424.58,4.99505882352941,0.0116680457740915
"23245","Un. Sov. Soc. Rep.","Salmonoids nei","Pacific, Northwest",2006,128.52,1.1175652173913,0.00353190739763116
"23246","Un. Sov. Soc. Rep.","Sockeye(=Red) salmon","Pacific, Northwest",2006,0,NA,0
